"Time","Cam Hue (N2 - OZ)","Cam Sat (N2 - OZ)","Cam Val (N2 - OZ)","Air Hum (N2 - OZ)","Air Temp (N2 - OZ)","Soil Hum (N2 - OZ)","Soil Temp (N2 - OZ)","Soil Nit (N2 - OZ)","Soil Pho (N2 - OZ)","Soil Pot (N2 - OZ)","Soil pH (N2 - OZ)","Soil EC (N2 - OZ)"
1717670400000,,,,,,,,,,,,
1717671000000,,,,,,,,,,,,
1717671600000,,,,,,,,,,,,
1717672200000,,,,,,,,,,,,
1717672800000,,,,,,,,,,,,
1717673400000,,,,,,,,,,,,
1717674000000,,,,,,,,,,,,
1717674600000,37,3,14,54.24,23.1,17.6,17.5,40,23.1,94,0,172
1717675200000,39,3,14,51.25,25.08,17.6,17.7,40,25.08,94,0,172
1717675800000,34,2,14,50.58,25.69,17.6,17.7,40,25.69,95,0,173
1717676400000,47,3,14,50.09,26.19,17.3,17.8,40,26.19,95,0,173
1717677000000,55,3,14,49.9,26.36,17,17.9,40,26.36,95,0,173
1717677600000,46,3,14,49.78,26.5,17.5,18,40,26.5,95,0,173
1717678200000,33,2,14,49.74,26.56,17.4,18.1,40,26.56,95,0,173
1717678800000,,,,,,,,,,,,
1717679400000,41,3,14,49.73,26.62,17.7,18.2,40,26.62,95,0,173
1717680000000,41,2,14,49.66,26.69,17.3,18.2,41,26.69,95,0,174
1717680600000,35,2,14,49.66,26.7,16.8,18.3,41,26.7,95,0,174
1717681200000,21,2,13,0,0,0,0,0,0,0,0,0
1717681800000,28,2,13,49.68,26.68,17.5,18.3,41,26.68,95,0,174
1717682400000,37,3,13,49.64,26.72,16.9,18.4,41,26.72,95,0,174
1717683000000,56,4,14,49.6,26.75,17.6,18.4,41,26.75,95,0,174
1717683600000,50,4,14,49.7,26.68,17.6,18.4,41,26.68,95,0,174
1717684200000,43,3,14,49.77,26.63,16.9,18.4,41,26.63,95,0,174
1717684800000,27,12,6,49.75,26.65,17.9,18.4,41,26.65,95,0,174
1717685400000,24,10,5,49.77,26.62,17.5,18.4,41,26.62,95,0,174
1717686000000,80,20,6,49.85,26.55,17.5,18.4,41,26.55,95,0,174
1717686600000,84,21,6,49.88,26.49,17.5,18.4,41,26.49,95,0,174
1717687200000,57,12,5,49.89,26.47,17.1,18.4,41,26.47,95,0,174
1717687800000,79,18,5,49.97,26.41,17.3,18.4,41,26.41,95,0,174
1717688400000,86,24,6,49.94,26.41,17.6,18.4,41,26.41,95,0,174
1717689000000,89,23,6,49.98,26.38,17.6,18.4,41,26.38,95,0,174
1717689600000,64,16,6,50.01,26.33,17.8,18.4,41,26.33,96,0,175
1717690200000,36,9,5,50.03,26.3,17.6,18.4,41,26.3,96,0,175
1717690800000,75,19,5,50.03,26.28,17.6,18.3,41,26.28,96,0,175
1717691400000,94,25,6,50.08,26.24,17.6,18.3,41,26.24,96,0,175
1717692000000,68,17,5,50.12,26.23,17.3,18.3,41,26.23,96,0,175
1717692600000,82,22,6,50.16,26.19,17.6,18.3,41,26.19,96,0,175
1717693200000,93,24,6,50.14,26.17,17.6,18.3,41,26.17,96,0,175
1717693800000,75,21,6,50.17,26.16,17.4,18.3,41,26.16,96,0,175
1717694400000,98,28,6,0,0,0,0,0,0,0,0,0
1717695000000,85,22,6,50.25,26.13,17.7,18.2,41,26.13,96,0,175
1717695600000,71,19,6,50.27,26.1,17.7,18.2,41,26.1,96,0,175
1717696200000,80,19,6,50.31,26.07,17.9,18.2,41,26.07,96,0,175
1717696800000,84,21,5,50.34,26.04,17.4,18.2,41,26.04,96,0,175
1717697400000,66,15,5,50.32,25.99,17.6,18.2,41,25.99,96,0,175
1717698000000,67,17,5,50.33,25.98,17.6,18.2,41,25.98,96,0,175
1717698600000,78,20,5,50.36,25.99,17.6,18.1,41,25.99,96,0,175
1717699200000,63,14,5,50.38,25.96,17.6,18.1,41,25.96,96,0,175
1717699800000,79,19,5,50.41,25.9,17.5,18.1,41,25.9,96,0,175
1717700400000,54,14,5,50.41,25.86,17.6,18.1,41,25.86,96,0,175
1717701000000,84,20,5,50.43,25.86,17.5,18.1,41,25.86,96,0,175
1717701600000,61,16,5,50.43,25.83,17.6,18,41,25.83,96,0,175
1717702200000,57,15,5,50.47,25.82,17.7,18,41,25.82,96,0,175
1717702800000,56,14,5,50.49,25.82,17.5,18,41,25.82,96,0,175
1717703400000,66,15,5,50.52,25.76,17.5,18,41,25.76,96,0,175
1717704000000,57,14,5,50.44,25.75,17.5,18,41,25.75,96,0,175
1717704600000,71,18,5,50.48,25.74,17.4,18,41,25.74,96,0,175
1717705200000,69,17,5,50.48,25.73,17.6,17.9,41,25.73,96,0,175
1717705800000,74,21,6,50.58,25.69,17.6,17.9,41,25.69,96,0,175
1717706400000,71,18,6,50.58,25.68,17.6,17.9,41,25.68,96,0,175
1717707000000,91,24,7,50.59,25.66,17.9,17.9,41,25.66,96,0,175
1717707600000,108,31,8,50.59,25.62,17.7,17.9,41,25.62,96,0,175
1717708200000,109,29,8,50.97,25.39,17.6,17.9,41,25.39,96,0,175
1717708800000,109,29,8,51.1,25.29,17.6,17.8,41,25.29,96,0,175
1717709400000,,,,,,,,,,,,
1717710000000,109,29,8,51.21,25.23,17.6,17.8,41,25.23,96,0,175
1717710600000,109,29,8,51.21,25.2,17.9,17.8,41,25.2,96,0,175
1717711200000,109,29,8,51.21,25.16,17.3,17.8,41,25.16,96,0,175
1717711800000,,,,,,,,,,,,
1717712400000,109,29,8,51.36,25.09,17.7,17.7,41,25.09,96,0,175
1717713000000,109,29,8,51.41,25.07,17.6,17.7,41,25.07,96,0,175
1717713600000,109,29,8,51.4,25.07,17.6,17.7,41,25.07,96,0,175
1717714200000,109,29,8,51.27,25.18,17.6,17.6,41,25.18,96,0,175
1717714800000,109,29,8,51.52,25.12,17.6,17.6,41,25.12,96,0,175
1717715400000,109,29,8,51.57,25.17,17.7,17.6,41,25.17,96,0,175
1717716000000,109,29,8,51.61,25.21,17.8,17.6,41,25.21,96,0,175
1717716600000,109,29,8,51.57,25.24,17.8,17.6,41,25.24,96,0,175
1717717200000,,,,,,,,,,,,
1717717800000,,,,,,,,,,,,
1717718400000,,,,,,,,,,,,
1717719000000,,,,,,,,,,,,
1717719600000,,,,,,,,,,,,
1717720200000,109,29,8,51.76,25.34,18.1,17.5,41,25.34,96,0,175
1717720800000,,,,,,,,,,,,
1717721400000,109,29,8,51.72,25.47,17.7,17.5,41,25.47,96,0,175
1717722000000,,,,,,,,,,,,
1717722600000,,,,,,,,,,,,
1717723200000,,,,,,,,,,,,
1717723800000,,,,,,,,,,,,
1717724400000,,,,,,,,,,,,
1717725000000,109,29,8,52.04,25.46,17.7,17.6,42,25.46,96,0,176
1717725600000,,,,,,,,,,,,
1717726200000,,,,,,,,,,,,
1717726800000,,,,,,,,,,,,
1717727400000,,,,,,,,,,,,
1717728000000,,,,,,,,,,,,
1717728600000,,,,,,,,,,,,
1717729200000,109,29,8,52.17,25.41,17.7,17.6,42,25.41,96,0,176
1717729800000,109,29,8,52.14,25.44,17.3,17.6,42,25.44,96,0,176
1717730400000,109,29,8,52.16,25.42,17.6,17.6,42,25.42,96,0,176
1717731000000,,,,,,,,,,,,
1717731600000,,,,,,,,,,,,
1717732200000,,,,,,,,,,,,
1717732800000,,,,,,,,,,,,
1717733400000,,,,,,,,,,,,
1717734000000,,,,,,,,,,,,
1717734600000,109,29,8,52.37,25.63,17.7,17.6,42,25.63,96,0,176
1717735200000,109,29,8,0,0,0,0,0,0,0,0,0
1717735800000,,,,,,,,,,,,
1717736400000,109,29,8,52.3,25.91,17.6,17.7,42,25.91,96,0,176
1717737000000,,,,,,,,,,,,
1717737600000,109,29,8,0,0,0,0,0,0,0,0,0
1717738200000,,,,,,,,,,,,
1717738800000,,,,,,,,,,,,
1717739400000,,,,,,,,,,,,
1717740000000,,,,,,,,,,,,
1717740600000,,,,,,,,,,,,
1717741200000,,,,,,,,,,,,
1717741800000,,,,,,,,,,,,
1717742400000,,,,,,,,,,,,
1717743000000,,,,,,,,,,,,
1717743600000,,,,,,,,,,,,
1717744200000,,,,,,,,,,,,
1717744800000,,,,,,,,,,,,
1717745400000,109,29,8,52.61,25.58,17.7,17.9,42,25.58,96,0,176
1717746000000,109,29,8,52.67,25.53,17.7,17.9,42,25.53,96,0,176
1717746600000,,,,,,,,,,,,
1717747200000,109,29,8,52.52,25.67,18,17.9,42,25.67,97,0,177
1717747800000,,,,,,,,,,,,
1717748400000,109,29,8,52.61,25.58,17.4,17.9,42,25.58,97,0,177
1717749000000,,,,,,,,,,,,
1717749600000,109,29,8,52.77,25.46,17.8,17.8,44,25.46,99,0,180
1717750200000,109,29,8,52.85,25.48,17.8,17.9,44,25.48,99,0,180
1717750800000,109,29,8,52.78,25.53,18.3,17.8,44,25.53,99,0,180
1717751400000,109,29,8,52.84,25.54,18.2,17.8,44,25.54,99,0,180
1717752000000,109,29,8,52.83,25.53,17.9,17.8,44,25.53,99,0,180
1717752600000,,,,,,,,,,,,
1717753200000,109,29,8,52.87,25.48,18.2,17.8,44,25.48,99,0,180
1717753800000,109,29,8,52.93,25.41,18.2,17.8,44,25.41,99,0,180
1717754400000,109,29,8,52.94,25.34,18.4,17.8,44,25.34,99,0,180
1717755000000,,,,,,,,,,,,
1717755600000,109,29,8,52.9,25.34,18.5,17.8,44,25.34,99,0,180
1717756200000,118,17,18,52.63,25.49,18.1,17.8,43,25.49,98,0,179
1717756800000,,,,,,,,,,,,
1717757400000,118,17,18,52.22,25.63,18.1,17.8,43,25.63,98,0,179
1717758000000,112,18,17,52.19,25.65,18.2,17.7,43,25.65,98,0,179
1717758600000,113,19,17,52.1,25.66,18,17.7,43,25.66,98,0,179
1717759200000,113,22,17,52.11,25.62,18.2,17.7,43,25.62,98,0,179
1717759800000,96,22,21,52.1,25.59,17.9,17.7,43,25.59,98,0,179
1717760400000,96,22,23,52.11,25.55,18.3,17.7,43,25.55,98,0,179
1717761000000,99,23,23,52.13,25.55,18.2,17.7,43,25.55,98,0,179
1717761600000,100,19,18,0,0,0,0,0,0,0,0,0
1717762200000,115,28,5,52.09,25.55,18.2,17.6,43,25.55,98,0,179
1717762800000,96,24,5,52.08,25.5,18.3,17.6,43,25.5,98,0,179
1717763400000,87,22,4,52.06,25.46,18.2,17.6,43,25.46,98,0,179
1717764000000,139,36,4,52.07,25.44,18,17.6,43,25.44,98,0,179
1717764600000,113,28,4,52.04,25.39,18.2,17.6,43,25.39,98,0,179
1717765200000,111,28,4,51.98,25.38,18.3,17.5,43,25.38,98,0,179
1717765800000,126,33,4,51.98,25.36,18.2,17.5,43,25.36,98,0,179
1717766400000,119,30,4,52,25.34,18.2,17.5,43,25.34,98,0,179
1717767000000,96,23,4,52,25.29,18,17.5,43,25.29,98,0,179
1717767600000,110,28,4,0,0,0,0,0,0,0,0,0
1717768200000,136,36,4,51.89,25.24,18.2,17.5,43,25.24,98,0,179
1717768800000,94,24,4,51.88,25.22,18.2,17.5,43,25.22,98,0,179
1717769400000,124,32,4,51.88,25.21,18.5,17.4,43,25.21,98,0,179
1717770000000,134,35,4,51.88,25.21,18.3,17.4,43,25.21,98,0,179
1717770600000,133,35,4,51.89,25.17,18.5,17.4,43,25.17,98,0,179
1717771200000,125,32,4,51.84,25.16,18.1,17.4,43,25.16,98,0,179
1717771800000,103,27,4,51.84,25.13,17.8,17.4,43,25.13,98,0,179
1717772400000,130,34,4,51.79,25.1,18.2,17.4,43,25.1,98,0,179
1717773000000,113,29,4,51.8,25.09,18.3,17.3,43,25.09,98,0,179
1717773600000,111,27,4,51.83,25.08,18.5,17.3,43,25.08,98,0,179
1717774200000,134,37,4,51.8,25.06,18.3,17.3,43,25.06,98,0,179
1717774800000,107,27,4,51.79,25.03,17.6,17.3,43,25.03,98,0,179
1717775400000,123,31,4,51.78,25,18.3,17.3,43,25,98,0,179
1717776000000,125,32,4,51.7,25.01,18.2,17.2,43,25.01,98,0,179
1717776600000,101,25,4,51.72,25,18.2,17.2,43,25,98,0,179
1717777200000,121,32,4,51.74,24.99,18.5,17.2,43,24.99,98,0,179
1717777800000,99,25,4,51.72,24.98,18,17.2,43,24.98,98,0,179
1717778400000,130,33,4,51.72,24.98,18.2,17.2,43,24.98,98,0,179
1717779000000,121,32,4,51.69,24.98,18.3,17.2,43,24.98,98,0,179
1717779600000,108,27,4,51.68,24.98,18.1,17.2,43,24.98,98,0,179
1717780200000,137,37,4,51.67,24.98,18,17.1,43,24.98,98,0,179
1717780800000,128,33,4,51.7,24.97,18.2,17.1,43,24.97,98,0,179
1717781400000,116,30,4,51.71,24.95,18.2,17.1,43,24.95,98,0,179
1717782000000,123,31,4,51.7,24.96,17.8,17.1,43,24.96,98,0,179
1717782600000,133,34,4,51.7,24.94,18.3,17.1,43,24.94,98,0,179
1717783200000,128,34,4,51.66,24.94,18.2,17.1,43,24.94,98,0,179
1717783800000,140,38,4,51.67,24.95,18.2,17,43,24.95,98,0,179
1717784400000,123,32,4,51.72,24.91,18.2,17.1,43,24.91,98,0,179
1717785000000,97,24,4,51.69,24.91,18.2,17,43,24.91,98,0,179
1717785600000,122,32,4,51.65,24.93,18.1,17,43,24.93,98,0,179
1717786200000,127,35,4,51.65,24.91,18.3,17,43,24.91,98,0,179
1717786800000,112,29,4,0,0,0,0,0,0,0,0,0
1717787400000,128,33,4,51.65,24.89,18.4,17,43,24.89,98,0,179
1717788000000,124,32,4,51.63,24.86,17.9,17,43,24.86,98,0,179
1717788600000,127,34,4,51.64,24.84,18.2,17,43,24.84,98,0,179
1717789200000,103,27,4,51.66,24.83,18.1,17,43,24.83,98,0,179
1717789800000,127,33,4,51.66,24.83,18.1,17,43,24.83,98,0,179
1717790400000,94,24,4,51.59,24.84,17.9,16.9,43,24.84,98,0,179
1717791000000,116,30,4,51.67,24.81,18.2,17,43,24.81,98,0,179
1717791600000,136,36,4,51.7,24.79,18.3,16.9,43,24.79,98,0,179
1717792200000,90,22,4,51.7,24.78,18.1,16.9,43,24.78,98,0,179
1717792800000,111,25,5,51.71,24.76,18.6,16.9,43,24.76,98,0,179
1717793400000,123,30,7,51.69,24.81,18.6,16.9,43,24.81,98,0,179
1717794000000,125,33,11,51.63,24.78,18.1,16.9,43,24.78,98,0,179
1717794600000,115,40,15,51.67,24.78,18.5,16.9,43,24.78,98,0,179
1717795200000,108,32,19,51.65,24.77,17.9,16.9,43,24.77,98,0,179
1717795800000,107,22,23,51.67,24.77,18.1,16.9,43,24.77,98,0,179
1717796400000,115,21,28,51.65,24.76,18.2,16.8,43,24.76,98,0,179
1717797000000,108,22,31,51.65,24.75,17.8,16.8,43,24.75,98,0,179
1717797600000,123,19,37,51.66,24.76,18.2,16.8,43,24.76,98,0,179
1717798200000,93,18,42,51.65,24.78,18.3,16.8,43,24.78,98,0,179
1717798800000,100,17,40,51.66,24.8,17.8,16.8,43,24.8,98,0,179
1717799400000,113,15,44,51.68,24.79,18.3,16.8,43,24.79,98,0,179
1717800000000,115,15,43,51.65,24.83,18.2,16.8,43,24.83,98,0,179
1717800600000,95,12,47,51.61,24.87,18.3,16.8,43,24.87,98,0,179
1717801200000,96,10,49,51.67,24.86,18.2,16.8,43,24.86,98,0,179
1717801800000,112,10,51,51.74,24.95,18.1,16.8,43,24.95,98,0,179
1717802400000,116,9,50,51.79,25.04,18.3,16.8,43,25.04,98,0,179
1717803000000,114,12,51,51.8,25.15,18.2,16.8,43,25.15,98,0,179
1717803600000,100,10,50,51.76,25.26,18.2,16.8,43,25.26,98,0,179
1717804200000,100,10,49,51.89,25.27,18.1,16.8,43,25.27,98,0,179
1717804800000,95,11,49,51.97,25.3,18.2,16.9,43,25.3,98,0,179
1717805400000,99,11,49,51.97,25.38,17.7,16.9,43,25.38,98,0,179
1717806000000,103,12,48,52.04,25.42,18.2,16.9,43,25.42,98,0,179
1717806600000,91,11,47,52.05,25.51,18.1,16.9,43,25.51,98,0,179
1717807200000,116,10,47,52.01,25.7,17.8,16.9,43,25.7,98,0,179
1717807800000,89,11,46,51.95,25.78,18.2,17,43,25.78,98,0,179
1717808400000,92,11,47,51.88,26,18.3,17,43,26,98,0,179
1717809000000,111,11,47,51.89,26.12,18.6,17.1,43,26.12,98,0,179
1717809600000,96,12,48,51.86,26.22,18.3,17.1,43,26.22,98,0,179
1717810200000,107,11,48,51.77,26.39,18,17.2,43,26.39,98,0,179
1717810800000,82,12,49,51.81,26.54,18.5,17.2,43,26.54,98,0,179
1717811400000,83,9,51,51.76,26.71,17.8,17.2,43,26.71,98,0,179
1717812000000,86,9,50,51.79,26.81,18.5,17.3,43,26.81,98,0,179
1717812600000,100,10,49,51.79,26.89,18,17.3,43,26.89,98,0,179
1717813200000,100,12,51,51.9,27.04,18.7,17.4,44,27.04,99,0,180
1717813800000,97,11,47,51.88,27.07,18.1,17.5,44,27.07,99,0,180
1717814400000,118,10,51,51.91,27.05,17.8,17.6,44,27.05,99,0,180
1717815000000,83,10,50,51.94,27.05,18.1,17.6,44,27.05,99,0,180
1717815600000,101,10,50,52.03,27.09,18.2,17.7,44,27.09,99,0,180
1717816200000,104,10,49,52,27.15,17.8,17.8,44,27.15,99,0,180
1717816800000,114,10,47,52.01,27.24,18.5,17.8,44,27.24,99,0,180
1717817400000,86,10,48,52.03,27.32,18.2,17.9,44,27.32,99,0,180
1717818000000,103,12,49,52.01,27.39,18.6,17.9,44,27.39,99,0,180
1717818600000,91,10,49,52.05,27.46,18.1,18,44,27.46,99,0,181
1717819200000,94,11,49,52.05,27.58,18.5,18,44,27.58,99,0,181
1717819800000,108,11,49,52.03,27.73,18.2,18.1,44,27.73,99,0,181
1717820400000,106,11,48,52,27.79,18.4,18.1,44,27.79,99,0,181
1717821000000,109,11,48,51.99,27.89,18.3,18.2,44,27.89,99,0,181
1717821600000,108,12,49,51.98,27.92,18.2,18.3,44,27.92,99,0,181
1717822200000,108,12,48,52.02,27.98,18.1,18.3,44,27.98,99,0,181
1717822800000,107,12,49,51.99,28.01,18.3,18.4,44,28.01,99,0,181
1717823400000,105,12,48,51.96,28.06,18.5,18.5,44,28.06,99,0,181
1717824000000,104,12,47,51.92,28.09,18.5,18.5,44,28.09,99,0,181
1717824600000,97,12,41,51.92,28.02,18.3,18.6,44,28.02,99,0,181
1717825200000,89,10,46,51.96,27.91,17.8,18.6,45,27.91,100,0,182
1717825800000,81,8,48,52.01,27.83,18.6,18.7,45,27.83,100,0,182
1717826400000,89,12,40,51.97,27.8,18.3,18.7,45,27.8,100,0,182
1717827000000,120,16,29,51.96,27.76,18.2,18.7,45,27.76,100,0,182
1717827600000,119,16,21,51.95,27.7,18.3,18.8,45,27.7,100,0,182
1717828200000,147,20,14,51.93,27.66,18.3,18.8,45,27.66,100,0,182
1717828800000,115,18,9,51.88,27.62,18.6,18.8,45,27.62,100,0,182
1717829400000,92,13,6,51.91,27.55,17.8,18.9,45,27.55,100,0,182
1717830000000,37,8,4,51.89,27.48,18.3,18.9,45,27.48,100,0,182
1717830600000,22,5,4,51.87,27.45,18.3,18.9,45,27.45,100,0,182
1717831200000,35,9,3,51.89,27.42,18.3,18.9,45,27.42,100,0,182
1717831800000,7,1,3,51.83,27.4,18.5,18.9,45,27.4,100,0,182
1717832400000,24,6,3,51.79,27.39,18.2,18.9,45,27.39,100,0,182
1717833000000,43,11,4,51.76,27.37,18.2,18.9,45,27.37,100,0,182
1717833600000,29,7,4,51.8,27.3,18.3,18.9,45,27.3,100,0,182
1717834200000,10,2,3,51.83,27.24,18.2,18.9,45,27.24,100,0,182
1717834800000,24,5,3,51.87,27.22,18.4,18.9,45,27.22,100,0,182
1717835400000,16,4,3,51.88,27.18,18,18.9,45,27.18,100,0,182
1717836000000,13,3,3,51.85,27.16,17.9,18.9,45,27.16,100,0,182
1717836600000,16,3,3,51.82,27.13,18.2,18.9,45,27.13,100,0,182
1717837200000,4,1,3,51.75,27.12,18.2,18.9,45,27.12,100,0,182
1717837800000,14,3,3,51.73,27.09,18.3,18.9,45,27.09,100,0,182
1717838400000,6,1,3,51.7,27.05,18.2,18.9,45,27.05,100,0,182
1717839000000,16,3,3,51.69,27.01,18.3,18.9,45,27.01,100,0,182
1717839600000,9,2,3,51.68,26.96,18,18.9,45,26.96,100,0,182
1717840200000,3,0,3,51.61,26.94,18.5,18.9,45,26.94,100,0,182
1717840800000,23,6,3,51.57,26.89,18,18.8,45,26.89,100,0,182
1717841400000,20,5,3,51.57,26.81,18.3,18.8,45,26.81,100,0,182
1717842000000,12,2,3,51.57,26.79,18.5,18.8,45,26.79,100,0,182
1717842600000,12,3,3,51.52,26.74,18.2,18.8,45,26.74,100,0,182
1717843200000,17,3,3,51.53,26.74,18.4,18.8,45,26.74,100,0,182
1717843800000,21,4,3,51.48,26.7,18.6,18.8,45,26.7,100,0,182
1717844400000,12,2,3,51.49,26.68,18.2,18.7,45,26.68,100,0,182
1717845000000,11,3,3,51.49,26.63,18.2,18.7,45,26.63,100,0,182
1717845600000,17,3,3,51.46,26.62,18.2,18.7,45,26.62,100,0,182
1717846200000,26,6,3,51.44,26.59,17.8,18.7,45,26.59,100,0,182
1717846800000,24,6,3,51.43,26.56,17.5,18.7,45,26.56,100,0,182
1717847400000,21,5,3,51.42,26.54,18.2,18.7,45,26.54,100,0,182
1717848000000,21,5,3,51.38,26.53,18.2,18.6,45,26.53,100,0,182
1717848600000,18,4,3,51.43,26.47,18.1,18.6,45,26.47,100,0,182
1717849200000,30,7,3,51.35,26.46,18,18.6,45,26.46,100,0,182
1717849800000,34,9,3,51.35,26.43,18,18.6,45,26.43,100,0,182
1717850400000,25,7,3,51.29,26.39,18.1,18.6,45,26.39,100,0,182
1717851000000,18,5,3,51.36,26.35,18.1,18.6,45,26.35,100,0,182
1717851600000,26,7,3,51.35,26.32,18.2,18.6,45,26.32,100,0,182
1717852200000,15,4,3,51.32,26.26,18,18.5,45,26.26,100,0,182
1717852800000,32,9,3,51.3,26.2,18.2,18.5,45,26.2,100,0,182
1717853400000,17,4,3,51.26,26.18,18.2,18.5,44,26.18,99,0,181
1717854000000,17,4,3,51.27,26.13,18.2,18.5,44,26.13,99,0,181
1717854600000,20,5,3,51.29,26.1,18.1,18.4,44,26.1,99,0,181
1717855200000,10,2,3,51.24,26.06,18,18.4,44,26.06,99,0,181
1717855800000,13,3,3,51.26,26.02,18,18.4,44,26.02,99,0,181
1717856400000,30,8,3,51.23,26,18.2,18.3,44,26,99,0,181
1717857000000,18,4,3,51.24,25.97,18,18.3,44,25.97,99,0,181
1717857600000,37,10,3,51.23,25.96,18.2,18.3,44,25.96,99,0,181
1717858200000,17,5,3,51.23,25.92,18,18.3,44,25.92,99,0,181
1717858800000,19,3,3,51.23,25.89,18.5,18.2,44,25.89,99,0,181
1717859400000,26,7,3,51.22,25.84,18.2,18.2,44,25.84,99,0,181
1717860000000,10,2,3,51.2,25.85,18.2,18.2,44,25.85,99,0,181
1717860600000,31,8,3,51.18,25.8,18,18.2,44,25.8,99,0,181
1717861200000,22,5,3,51.19,25.79,18.2,18.2,44,25.79,99,0,181
1717861800000,12,3,3,51.14,25.76,18,18.1,44,25.76,99,0,181
1717862400000,29,8,3,51.15,25.71,18.2,18.1,44,25.71,99,0,181
1717863000000,30,8,3,51.12,25.68,18.2,18.1,44,25.68,99,0,181
1717863600000,17,4,3,51.12,25.65,18.2,18,44,25.65,99,0,181
1717864200000,28,8,3,51.12,25.63,18.3,18,44,25.63,99,0,181
1717864800000,20,4,3,51.01,25.65,18.1,18,44,25.65,99,0,181
1717865400000,18,5,3,51.09,25.59,18.2,18,44,25.59,99,0,181
1717866000000,23,5,3,51.1,25.58,17.9,17.9,44,25.58,99,0,181
1717866600000,12,2,3,51.1,25.53,18.1,17.9,44,25.53,99,0,181
1717867200000,31,9,3,51.09,25.51,18.2,17.9,44,25.51,99,0,181
1717867800000,30,8,3,51.04,25.47,18.3,17.9,44,25.47,99,0,181
1717868400000,39,11,3,51.02,25.45,18.5,17.8,44,25.45,99,0,181
1717869000000,11,3,3,51.02,25.46,18,17.8,44,25.46,99,0,181
1717869600000,6,1,3,51.04,25.45,18.1,17.8,44,25.45,99,0,181
1717870200000,3,0,3,51.06,25.41,18,17.8,44,25.41,99,0,181
1717870800000,3,0,3,51.46,25.14,18.2,17.7,44,25.14,99,0,180
1717871400000,3,0,3,51.57,25.04,18.1,17.7,44,25.04,99,0,180
1717872000000,3,0,3,51.6,24.95,18.1,17.7,44,24.95,99,0,180
1717872600000,3,0,3,51.58,24.93,18,17.7,44,24.93,99,0,180
1717873200000,3,0,3,51.68,24.88,18,17.6,44,24.88,99,0,180
1717873800000,3,0,3,51.69,24.87,18.1,17.6,44,24.87,99,0,180
1717874400000,3,0,3,51.67,24.85,18.5,17.6,44,24.85,99,0,180
1717875000000,3,0,3,51.71,24.83,18.1,17.6,44,24.83,99,0,180
1717875600000,3,0,3,51.7,24.8,18.1,17.5,44,24.8,99,0,180
1717876200000,3,0,3,51.66,24.78,18.1,17.5,44,24.78,99,0,180
1717876800000,3,0,3,51.67,24.76,18.2,17.5,44,24.76,99,0,180
1717877400000,3,0,3,51.68,24.75,18,17.5,44,24.75,99,0,180
1717878000000,3,0,3,51.73,24.72,17.6,17.4,44,24.72,99,0,180
1717878600000,3,0,3,51.73,24.7,17.8,17.4,44,24.7,99,0,180
